Instrument Name,DustTrak II
Model Number,8530
Serial Number,8530100707
Firmware Version,3.0
Calibration Date,06/18/2013
Test Name,8530C_2-5_003
Test Start Time,12:15:49 PM
Test Start Date,07/29/2014
Test Length [D:H:M],0:0:47
Test Interval [M:S],0:1
Mass Average [mg/m3],0.009
Mass Minimum [mg/m3],0.004
Mass Maximum [mg/m3],0.037
Mass TWA [mg/m3],0.001
Photometric User Cal,1.00
Flow User Cal,0.00
Errors,
Number of Samples,2878

Elapsed Time [s],Mass [mg/m3],Alarms,Errors
2318,0.008,,
2319,0.007,,
2320,0.008,,
2321,0.008,,
2322,0.008,,
2323,0.007,,
2324,0.007,,
2325,0.007,,
2326,0.007,,
2327,0.007,,
2328,0.008,,
2329,0.008,,
2330,0.007,,
2331,0.007,,
2332,0.007,,
2333,0.007,,
2334,0.007,,
2335,0.007,,
2336,0.008,,
2337,0.008,,
2338,0.007,,
2339,0.008,,
2340,0.009,,
2341,0.009,,
2342,0.008,,
2343,0.007,,
2344,0.007,,
2345,0.007,,
2346,0.009,,
2347,0.008,,
2348,0.008,,
2349,0.007,,
2350,0.008,,
2351,0.009,,
2352,0.011,,
2353,0.009,,
2354,0.007,,
2355,0.007,,
2356,0.007,,
2357,0.008,,
2358,0.007,,
2359,0.007,,
2360,0.007,,
2361,0.007,,
2362,0.007,,
2363,0.008,,
2364,0.008,,
2365,0.007,,
2366,0.008,,
2367,0.007,,
2368,0.007,,
2369,0.007,,
2370,0.007,,
2371,0.007,,
2372,0.007,,
2373,0.007,,
2374,0.006,,
2375,0.006,,
2376,0.007,,
2377,0.007,,
2378,0.007,,
2379,0.006,,
2380,0.007,,
2381,0.008,,
2382,0.007,,
2383,0.007,,
2384,0.007,,
2385,0.007,,
2386,0.007,,
2387,0.006,,
2388,0.007,,
2389,0.007,,
2390,0.007,,
2391,0.007,,
2392,0.007,,
2393,0.006,,
2394,0.006,,
2395,0.006,,
2396,0.007,,
2397,0.008,,
2398,0.007,,
2399,0.007,,
2400,0.008,,
2401,0.007,,
2402,0.007,,
2403,0.007,,
2404,0.007,,
2405,0.007,,
2406,0.007,,
2407,0.006,,
2408,0.007,,
2409,0.008,,
2410,0.007,,
2411,0.007,,
2412,0.008,,
2413,0.007,,
2414,0.007,,
2415,0.006,,
2416,0.006,,
2417,0.008,,
2418,0.008,,
2419,0.007,,
2420,0.007,,
2421,0.006,,
2422,0.006,,
2423,0.006,,
2424,0.007,,
2425,0.007,,
2426,0.007,,
2427,0.007,,
2428,0.006,,
2429,0.007,,
2430,0.007,,
2431,0.006,,
2432,0.006,,
2433,0.006,,
2434,0.007,,
2435,0.007,,
2436,0.007,,
2437,0.007,,
2438,0.007,,
2439,0.008,,
2440,0.007,,
2441,0.006,,
2442,0.006,,
2443,0.006,,
2444,0.006,,
2445,0.007,,
2446,0.007,,
2447,0.009,,
2448,0.009,,
2449,0.008,,
2450,0.008,,
2451,0.008,,
2452,0.007,,
2453,0.007,,
2454,0.008,,
2455,0.008,,
2456,0.007,,
2457,0.007,,
2458,0.007,,
2459,0.007,,
2460,0.007,,
2461,0.008,,
2462,0.009,,
2463,0.007,,
2464,0.007,,
2465,0.007,,
2466,0.007,,
2467,0.007,,
2468,0.007,,
2469,0.008,,
2470,0.007,,
2471,0.007,,
2472,0.008,,
2473,0.008,,
2474,0.007,,
2475,0.006,,
2476,0.006,,
2477,0.006,,
2478,0.006,,
2479,0.007,,
2480,0.006,,
2481,0.007,,
2482,0.009,,
2483,0.010,,
2484,0.004,,
2485,0.007,,
2486,0.007,,
2487,0.007,,
2488,0.007,,
2489,0.007,,
2490,0.007,,
2491,0.007,,
2492,0.007,,
2493,0.006,,
2494,0.007,,
2495,0.007,,
2496,0.006,,
2497,0.007,,
2498,0.007,,
2499,0.007,,
2500,0.007,,
2501,0.007,,
2502,0.007,,
2503,0.007,,
2504,0.008,,
2505,0.007,,
2506,0.007,,
2507,0.007,,
2508,0.007,,
2509,0.006,,
2510,0.006,,
2511,0.007,,
2512,0.007,,
2513,0.006,,
2514,0.006,,
2515,0.007,,
2516,0.007,,
2517,0.007,,
2518,0.007,,
2519,0.007,,
2520,0.006,,
2521,0.006,,
2522,0.007,,
2523,0.008,,
2524,0.008,,
2525,0.007,,
2526,0.007,,
2527,0.007,,
2528,0.007,,
2529,0.006,,
2530,0.007,,
2531,0.008,,
2532,0.007,,
2533,0.007,,
2534,0.007,,
2535,0.007,,
2536,0.007,,
2537,0.007,,
2538,0.008,,
2539,0.007,,
2540,0.007,,
2541,0.008,,
2542,0.007,,
2543,0.008,,
2544,0.007,,
2545,0.007,,
2546,0.007,,
2547,0.006,,
2548,0.006,,
2549,0.007,,
2550,0.007,,
2551,0.007,,
2552,0.007,,
2553,0.006,,
2554,0.007,,
2555,0.007,,
2556,0.006,,
2557,0.007,,
2558,0.006,,
2559,0.006,,
2560,0.006,,
2561,0.007,,
2562,0.007,,
2563,0.007,,
2564,0.007,,
2565,0.007,,
2566,0.008,,
2567,0.008,,
2568,0.008,,
2569,0.008,,
2570,0.007,,
2571,0.007,,
2572,0.008,,
2573,0.008,,
2574,0.009,,
2575,0.007,,
2576,0.007,,
2577,0.007,,
2578,0.007,,
2579,0.007,,
2580,0.007,,
2581,0.007,,
2582,0.007,,
2583,0.007,,
2584,0.007,,
2585,0.007,,
2586,0.006,,
2587,0.006,,
2588,0.006,,
2589,0.006,,
2590,0.007,,
2591,0.007,,
2592,0.006,,
2593,0.007,,
2594,0.010,,
2595,0.007,,
2596,0.007,,
2597,0.007,,
2598,0.006,,
2599,0.007,,
2600,0.008,,
2601,0.007,,
2602,0.007,,
2603,0.007,,
2604,0.007,,
2605,0.007,,
2606,0.007,,
2607,0.006,,
2608,0.007,,
2609,0.007,,
2610,0.007,,
2611,0.008,,
2612,0.007,,
2613,0.007,,
2614,0.007,,
2615,0.006,,
2616,0.007,,
2617,0.008,,
2618,0.008,,
2619,0.006,,
2620,0.006,,
2621,0.006,,
2622,0.007,,
2623,0.007,,
2624,0.007,,
2625,0.007,,
2626,0.006,,
2627,0.007,,
2628,0.007,,
2629,0.007,,
2630,0.007,,
2631,0.007,,
2632,0.007,,
2633,0.008,,
2634,0.008,,
2635,0.008,,
2636,0.007,,
2637,0.006,,
2638,0.006,,
2639,0.007,,
2640,0.006,,
2641,0.006,,
2642,0.006,,
2643,0.007,,
2644,0.007,,
2645,0.007,,
2646,0.007,,
2647,0.007,,
2648,0.008,,
2649,0.007,,
2650,0.007,,
2651,0.007,,
2652,0.007,,
2653,0.007,,
2654,0.008,,
2655,0.008,,
2656,0.007,,
2657,0.007,,
2658,0.007,,
2659,0.007,,
2660,0.007,,
2661,0.007,,
2662,0.007,,
2663,0.007,,
2664,0.006,,
2665,0.007,,
2666,0.007,,
2667,0.007,,
2668,0.007,,
2669,0.007,,
2670,0.007,,
2671,0.007,,
2672,0.007,,
2673,0.007,,
2674,0.007,,
2675,0.007,,
2676,0.007,,
2677,0.009,,
2678,0.015,,
2679,0.018,,
2680,0.015,,
2681,0.014,,
2682,0.016,,
2683,0.013,,
2684,0.011,,
2685,0.009,,
2686,0.009,,
2687,0.008,,
2688,0.008,,
2689,0.008,,
2690,0.008,,
2691,0.007,,
2692,0.007,,
2693,0.008,,
2694,0.010,,
2695,0.008,,
2696,0.007,,
2697,0.008,,
2698,0.008,,
2699,0.008,,
2700,0.009,,
2701,0.008,,
2702,0.008,,
2703,0.008,,
2704,0.010,,
2705,0.012,,
2706,0.011,,
2707,0.011,,
2708,0.010,,
2709,0.008,,
2710,0.007,,
2711,0.007,,
2712,0.006,,
2713,0.006,,
2714,0.007,,
2715,0.007,,
2716,0.007,,
2717,0.007,,
2718,0.007,,
2719,0.006,,
2720,0.006,,
2721,0.007,,
2722,0.008,,
2723,0.008,,
2724,0.007,,
2725,0.009,,
2726,0.009,,
2727,0.009,,
2728,0.007,,
2729,0.007,,
2730,0.008,,
2731,0.009,,
2732,0.010,,
2733,0.008,,
2734,0.006,,
2735,0.007,,
2736,0.008,,
2737,0.007,,
2738,0.007,,
2739,0.007,,
2740,0.007,,
2741,0.007,,
2742,0.008,,
2743,0.008,,
2744,0.007,,
2745,0.007,,
2746,0.007,,
2747,0.007,,
2748,0.007,,
2749,0.007,,
2750,0.006,,
2751,0.006,,
2752,0.007,,
2753,0.007,,
2754,0.007,,
2755,0.006,,
2756,0.006,,
2757,0.006,,
2758,0.007,,
2759,0.006,,
2760,0.006,,
2761,0.006,,
2762,0.006,,
2763,0.006,,
2764,0.006,,
2765,0.006,,
2766,0.006,,
2767,0.006,,
2768,0.006,,
2769,0.006,,
2770,0.006,,
2771,0.006,,
2772,0.006,,
2773,0.006,,
2774,0.006,,
2775,0.006,,
2776,0.006,,
2777,0.006,,
2778,0.007,,
2779,0.007,,
2780,0.006,,
2781,0.005,,
2782,0.006,,
2783,0.007,,
2784,0.007,,
2785,0.007,,
2786,0.008,,
2787,0.008,,
2788,0.008,,
2789,0.009,,
2790,0.007,,
2791,0.007,,
2792,0.007,,
2793,0.007,,
2794,0.007,,
2795,0.008,,
2796,0.006,,
2797,0.007,,
2798,0.007,,
2799,0.007,,
2800,0.008,,
2801,0.007,,
2802,0.007,,
2803,0.007,,
2804,0.006,,
2805,0.006,,
2806,0.007,,
2807,0.008,,
2808,0.008,,
2809,0.009,,
2810,0.008,,
2811,0.007,,
2812,0.007,,
2813,0.007,,
2814,0.007,,
2815,0.006,,
2816,0.007,,
2817,0.007,,
2818,0.007,,
2819,0.006,,
2820,0.006,,
2821,0.006,,
2822,0.006,,
2823,0.006,,
2824,0.006,,
2825,0.006,,
2826,0.007,,
2827,0.008,,
2828,0.006,,
2829,0.007,,
2830,0.007,,
2831,0.008,,
2832,0.009,,
2833,0.009,,
2834,0.021,,
2835,0.029,,
2836,0.012,,
2837,0.011,,
2838,0.011,,
2839,0.011,,
2840,0.012,,
2841,0.008,,
2842,0.008,,
2843,0.008,,
2844,0.008,,
2845,0.009,,
2846,0.009,,
2847,0.005,,
2848,0.009,,
2849,0.010,,
2850,0.008,,
2851,0.009,,
2852,0.008,,
2853,0.011,,
2854,0.013,,
2855,0.013,,
2856,0.012,,
2857,0.014,,
2858,0.015,,
2859,0.014,,
2860,0.010,,
2861,0.013,,
2862,0.016,,
2863,0.020,,
2864,0.023,,
2865,0.021,,
2866,0.021,,
2867,0.017,,
2868,0.014,,
2869,0.012,,
2870,0.016,,
2871,0.012,,
2872,0.010,,
2873,0.011,,
2874,0.012,,
2875,0.017,,
2876,0.022,,
2877,0.013,,
2878,0.014,,
