Instrument Name,DustTrak II
Model Number,8530
Serial Number,8530100707
Firmware Version,3.0
Calibration Date,06/18/2013
Test Name,8530C_2-5_001
Test Start Time,01:01:07 PM
Test Start Date,07/16/2014
Test Length [D:H:M],0:0:54
Test Interval [M:S],0:1
Mass Average [mg/m3],0.012
Mass Minimum [mg/m3],0.001
Mass Maximum [mg/m3],0.157
Mass TWA [mg/m3],0.001
Photometric User Cal,1.00
Flow User Cal,0.00
Errors,
Number of Samples,3259

Elapsed Time [s],Mass [mg/m3],Alarms,Errors
1546,0.014,,
1547,0.014,,
1548,0.014,,
1549,0.014,,
1550,0.012,,
1551,0.012,,
1552,0.012,,
1553,0.011,,
1554,0.013,,
1555,0.013,,
1556,0.012,,
1557,0.012,,
1558,0.011,,
1559,0.012,,
1560,0.013,,
1561,0.012,,
1562,0.011,,
1563,0.012,,
1564,0.012,,
1565,0.013,,
1566,0.013,,
1567,0.012,,
1568,0.012,,
1569,0.012,,
1570,0.011,,
1571,0.011,,
1572,0.011,,
1573,0.011,,
1574,0.011,,
1575,0.012,,
1576,0.013,,
1577,0.012,,
1578,0.012,,
1579,0.012,,
1580,0.011,,
1581,0.012,,
1582,0.012,,
1583,0.012,,
1584,0.012,,
1585,0.011,,
1586,0.011,,
1587,0.012,,
1588,0.012,,
1589,0.012,,
1590,0.012,,
1591,0.012,,
1592,0.014,,
1593,0.014,,
1594,0.013,,
1595,0.013,,
1596,0.012,,
1597,0.012,,
1598,0.013,,
1599,0.015,,
1600,0.017,,
1601,0.018,,
1602,0.017,,
1603,0.019,,
1604,0.021,,
1605,0.019,,
1606,0.020,,
1607,0.020,,
1608,0.017,,
1609,0.015,,
1610,0.014,,
1611,0.014,,
1612,0.014,,
1613,0.013,,
1614,0.013,,
1615,0.015,,
1616,0.015,,
1617,0.013,,
1618,0.014,,
1619,0.016,,
1620,0.014,,
1621,0.013,,
1622,0.013,,
1623,0.013,,
1624,0.013,,
1625,0.012,,
1626,0.012,,
1627,0.012,,
1628,0.012,,
1629,0.012,,
1630,0.012,,
1631,0.013,,
1632,0.014,,
1633,0.014,,
1634,0.014,,
1635,0.014,,
1636,0.016,,
1637,0.015,,
1638,0.014,,
1639,0.014,,
1640,0.014,,
1641,0.014,,
1642,0.013,,
1643,0.015,,
1644,0.015,,
1645,0.013,,
1646,0.013,,
1647,0.014,,
1648,0.013,,
1649,0.014,,
1650,0.014,,
1651,0.015,,
1652,0.014,,
1653,0.012,,
1654,0.012,,
1655,0.013,,
1656,0.014,,
1657,0.014,,
1658,0.013,,
1659,0.013,,
1660,0.012,,
1661,0.013,,
1662,0.014,,
1663,0.013,,
1664,0.014,,
1665,0.015,,
1666,0.014,,
1667,0.013,,
1668,0.014,,
1669,0.015,,
1670,0.014,,
1671,0.014,,
1672,0.015,,
1673,0.015,,
1674,0.014,,
1675,0.013,,
1676,0.014,,
1677,0.015,,
1678,0.015,,
1679,0.014,,
1680,0.014,,
1681,0.014,,
1682,0.014,,
1683,0.015,,
1684,0.014,,
1685,0.013,,
1686,0.013,,
1687,0.013,,
1688,0.013,,
1689,0.015,,
1690,0.015,,
1691,0.014,,
1692,0.013,,
1693,0.015,,
1694,0.015,,
1695,0.013,,
1696,0.011,,
1697,0.012,,
1698,0.012,,
1699,0.012,,
1700,0.013,,
1701,0.013,,
1702,0.013,,
1703,0.013,,
1704,0.012,,
1705,0.014,,
1706,0.014,,
1707,0.012,,
1708,0.013,,
1709,0.013,,
1710,0.013,,
1711,0.013,,
1712,0.012,,
1713,0.011,,
1714,0.012,,
1715,0.012,,
1716,0.012,,
1717,0.014,,
1718,0.014,,
1719,0.013,,
1720,0.013,,
1721,0.013,,
1722,0.013,,
1723,0.013,,
1724,0.013,,
1725,0.010,,
1726,0.012,,
1727,0.012,,
1728,0.012,,
1729,0.012,,
1730,0.012,,
1731,0.012,,
1732,0.013,,
1733,0.012,,
1734,0.012,,
1735,0.012,,
1736,0.014,,
1737,0.013,,
1738,0.013,,
1739,0.011,,
1740,0.011,,
1741,0.012,,
1742,0.012,,
1743,0.012,,
1744,0.013,,
1745,0.012,,
1746,0.011,,
1747,0.012,,
1748,0.013,,
1749,0.012,,
1750,0.012,,
1751,0.012,,
1752,0.014,,
1753,0.011,,
1754,0.012,,
1755,0.013,,
1756,0.013,,
1757,0.012,,
1758,0.013,,
1759,0.014,,
1760,0.014,,
1761,0.014,,
1762,0.015,,
1763,0.013,,
1764,0.013,,
1765,0.014,,
1766,0.014,,
1767,0.014,,
1768,0.013,,
1769,0.012,,
1770,0.012,,
1771,0.012,,
1772,0.012,,
1773,0.012,,
1774,0.012,,
1775,0.013,,
1776,0.012,,
1777,0.013,,
1778,0.014,,
1779,0.012,,
1780,0.012,,
1781,0.012,,
1782,0.012,,
1783,0.011,,
1784,0.011,,
1785,0.012,,
1786,0.013,,
1787,0.013,,
1788,0.013,,
1789,0.015,,
1790,0.015,,
1791,0.013,,
1792,0.013,,
1793,0.013,,
1794,0.012,,
1795,0.012,,
1796,0.012,,
1797,0.011,,
1798,0.012,,
1799,0.011,,
1800,0.012,,
1801,0.013,,
1802,0.013,,
1803,0.012,,
1804,0.012,,
1805,0.012,,
1806,0.011,,
1807,0.012,,
1808,0.011,,
1809,0.013,,
1810,0.014,,
1811,0.012,,
1812,0.012,,
1813,0.012,,
1814,0.011,,
1815,0.012,,
1816,0.012,,
1817,0.011,,
1818,0.012,,
1819,0.012,,
1820,0.011,,
1821,0.012,,
1822,0.012,,
1823,0.012,,
1824,0.012,,
1825,0.012,,
1826,0.012,,
1827,0.012,,
1828,0.013,,
1829,0.015,,
1830,0.015,,
1831,0.013,,
1832,0.012,,
1833,0.013,,
1834,0.014,,
1835,0.013,,
1836,0.013,,
1837,0.012,,
1838,0.013,,
1839,0.014,,
1840,0.014,,
1841,0.015,,
1842,0.013,,
1843,0.014,,
1844,0.014,,
1845,0.013,,
1846,0.014,,
1847,0.015,,
1848,0.014,,
1849,0.014,,
1850,0.014,,
1851,0.016,,
1852,0.015,,
1853,0.015,,
1854,0.014,,
1855,0.015,,
1856,0.014,,
1857,0.015,,
1858,0.014,,
1859,0.014,,
1860,0.015,,
1861,0.014,,
1862,0.013,,
1863,0.014,,
1864,0.014,,
1865,0.014,,
1866,0.014,,
1867,0.014,,
1868,0.014,,
1869,0.012,,
1870,0.013,,
1871,0.014,,
1872,0.013,,
1873,0.014,,
1874,0.014,,
1875,0.013,,
1876,0.012,,
1877,0.012,,
1878,0.012,,
1879,0.013,,
1880,0.013,,
1881,0.013,,
1882,0.013,,
1883,0.012,,
1884,0.012,,
1885,0.014,,
1886,0.014,,
1887,0.014,,
1888,0.012,,
1889,0.012,,
1890,0.012,,
1891,0.012,,
1892,0.013,,
1893,0.011,,
1894,0.011,,
1895,0.013,,
1896,0.012,,
1897,0.012,,
1898,0.012,,
1899,0.012,,
1900,0.013,,
1901,0.013,,
1902,0.012,,
1903,0.012,,
1904,0.011,,
1905,0.012,,
1906,0.012,,
1907,0.011,,
1908,0.012,,
1909,0.012,,
1910,0.012,,
1911,0.011,,
1912,0.012,,
1913,0.013,,
1914,0.012,,
1915,0.013,,
1916,0.013,,
1917,0.012,,
1918,0.012,,
1919,0.013,,
1920,0.012,,
1921,0.012,,
1922,0.014,,
1923,0.015,,
1924,0.014,,
1925,0.011,,
1926,0.010,,
1927,0.011,,
1928,0.012,,
1929,0.012,,
1930,0.011,,
1931,0.011,,
1932,0.012,,
1933,0.012,,
1934,0.012,,
1935,0.012,,
1936,0.013,,
1937,0.013,,
1938,0.011,,
1939,0.011,,
1940,0.011,,
1941,0.011,,
1942,0.012,,
1943,0.013,,
1944,0.013,,
1945,0.012,,
1946,0.011,,
1947,0.011,,
1948,0.012,,
1949,0.012,,
1950,0.012,,
1951,0.012,,
1952,0.012,,
1953,0.012,,
1954,0.012,,
1955,0.012,,
1956,0.012,,
1957,0.012,,
1958,0.011,,
1959,0.011,,
1960,0.011,,
1961,0.011,,
1962,0.010,,
1963,0.011,,
1964,0.012,,
1965,0.012,,
1966,0.012,,
1967,0.012,,
1968,0.012,,
1969,0.012,,
1970,0.011,,
1971,0.012,,
1972,0.012,,
1973,0.021,,
1974,0.024,,
1975,0.011,,
1976,0.011,,
1977,0.013,,
1978,0.012,,
1979,0.012,,
1980,0.011,,
1981,0.011,,
1982,0.011,,
1983,0.012,,
1984,0.012,,
1985,0.011,,
1986,0.012,,
1987,0.012,,
1988,0.011,,
1989,0.010,,
1990,0.011,,
1991,0.011,,
1992,0.011,,
1993,0.012,,
1994,0.012,,
1995,0.012,,
1996,0.012,,
1997,0.012,,
1998,0.012,,
1999,0.013,,
2000,0.012,,
2001,0.012,,
2002,0.013,,
2003,0.012,,
2004,0.013,,
2005,0.013,,
2006,0.012,,
2007,0.012,,
2008,0.012,,
2009,0.013,,
2010,0.014,,
2011,0.014,,
2012,0.013,,
2013,0.013,,
2014,0.013,,
2015,0.012,,
2016,0.013,,
2017,0.012,,
2018,0.012,,
2019,0.012,,
2020,0.010,,
2021,0.012,,
2022,0.012,,
2023,0.011,,
2024,0.013,,
2025,0.012,,
2026,0.011,,
2027,0.011,,
2028,0.013,,
2029,0.012,,
2030,0.013,,
2031,0.013,,
2032,0.012,,
2033,0.012,,
2034,0.012,,
2035,0.013,,
2036,0.013,,
2037,0.012,,
2038,0.012,,
2039,0.011,,
2040,0.011,,
2041,0.012,,
2042,0.011,,
2043,0.011,,
2044,0.012,,
2045,0.013,,
2046,0.012,,
2047,0.012,,
2048,0.012,,
2049,0.012,,
2050,0.012,,
2051,0.011,,
2052,0.011,,
2053,0.011,,
2054,0.012,,
2055,0.012,,
2056,0.011,,
2057,0.012,,
2058,0.010,,
2059,0.010,,
2060,0.011,,
2061,0.011,,
2062,0.011,,
2063,0.011,,
2064,0.011,,
2065,0.011,,
2066,0.013,,
2067,0.012,,
2068,0.012,,
2069,0.012,,
2070,0.010,,
2071,0.012,,
2072,0.012,,
2073,0.010,,
2074,0.010,,
2075,0.010,,
2076,0.011,,
2077,0.012,,
2078,0.012,,
2079,0.012,,
2080,0.011,,
2081,0.011,,
2082,0.010,,
2083,0.011,,
2084,0.012,,
2085,0.011,,
2086,0.010,,
2087,0.011,,
2088,0.012,,
2089,0.012,,
2090,0.012,,
2091,0.011,,
2092,0.010,,
2093,0.010,,
2094,0.010,,
2095,0.011,,
2096,0.011,,
2097,0.011,,
2098,0.011,,
2099,0.011,,
2100,0.011,,
2101,0.011,,
2102,0.010,,
2103,0.011,,
2104,0.010,,
2105,0.011,,
2106,0.012,,
2107,0.010,,
2108,0.011,,
2109,0.011,,
2110,0.011,,
2111,0.011,,
2112,0.011,,
2113,0.011,,
2114,0.011,,
2115,0.012,,
2116,0.011,,
2117,0.011,,
2118,0.011,,
2119,0.012,,
2120,0.012,,
2121,0.012,,
2122,0.012,,
2123,0.012,,
2124,0.012,,
2125,0.012,,
2126,0.011,,
2127,0.011,,
2128,0.012,,
2129,0.012,,
2130,0.012,,
2131,0.011,,
2132,0.012,,
2133,0.012,,
2134,0.012,,
2135,0.012,,
2136,0.012,,
2137,0.012,,
2138,0.011,,
2139,0.011,,
2140,0.011,,
2141,0.012,,
2142,0.013,,
2143,0.013,,
2144,0.012,,
2145,0.012,,
2146,0.011,,
2147,0.010,,
2148,0.010,,
2149,0.011,,
2150,0.011,,
2151,0.012,,
2152,0.012,,
2153,0.012,,
2154,0.012,,
2155,0.011,,
2156,0.011,,
2157,0.011,,
2158,0.011,,
2159,0.011,,
2160,0.011,,
2161,0.012,,
2162,0.011,,
2163,0.012,,
2164,0.013,,
2165,0.012,,
2166,0.011,,
2167,0.012,,
2168,0.012,,
2169,0.011,,
2170,0.011,,
2171,0.012,,
2172,0.013,,
2173,0.013,,
2174,0.012,,
2175,0.012,,
2176,0.012,,
2177,0.012,,
2178,0.011,,
2179,0.011,,
2180,0.012,,
2181,0.012,,
2182,0.011,,
2183,0.011,,
2184,0.011,,
2185,0.012,,
2186,0.013,,
2187,0.013,,
2188,0.013,,
2189,0.012,,
2190,0.013,,
2191,0.013,,
2192,0.011,,
2193,0.011,,
2194,0.012,,
2195,0.012,,
2196,0.011,,
2197,0.011,,
2198,0.012,,
2199,0.012,,
2200,0.011,,
2201,0.012,,
2202,0.014,,
2203,0.013,,
2204,0.012,,
2205,0.012,,
2206,0.012,,
2207,0.017,,
2208,0.017,,
2209,0.011,,
2210,0.011,,
2211,0.011,,
2212,0.011,,
2213,0.012,,
2214,0.011,,
2215,0.011,,
2216,0.010,,
2217,0.011,,
2218,0.012,,
2219,0.011,,
2220,0.011,,
2221,0.011,,
2222,0.011,,
2223,0.011,,
2224,0.010,,
2225,0.011,,
2226,0.013,,
2227,0.011,,
2228,0.011,,
2229,0.011,,
2230,0.011,,
2231,0.011,,
2232,0.011,,
2233,0.010,,
2234,0.009,,
2235,0.010,,
2236,0.011,,
2237,0.013,,
2238,0.012,,
2239,0.012,,
2240,0.012,,
2241,0.012,,
2242,0.012,,
2243,0.012,,
2244,0.011,,
2245,0.012,,
2246,0.013,,
2247,0.011,,
2248,0.012,,
2249,0.011,,
2250,0.010,,
2251,0.011,,
2252,0.010,,
2253,0.012,,
2254,0.011,,
2255,0.011,,
2256,0.011,,
2257,0.011,,
2258,0.011,,
2259,0.010,,
2260,0.012,,
2261,0.013,,
2262,0.011,,
2263,0.012,,
2264,0.012,,
2265,0.013,,
2266,0.012,,
2267,0.012,,
2268,0.011,,
2269,0.011,,
2270,0.010,,
2271,0.010,,
2272,0.012,,
2273,0.012,,
2274,0.011,,
2275,0.011,,
2276,0.011,,
2277,0.011,,
2278,0.012,,
2279,0.012,,
2280,0.012,,
2281,0.011,,
2282,0.011,,
2283,0.011,,
2284,0.011,,
2285,0.011,,
2286,0.011,,
2287,0.010,,
2288,0.011,,
2289,0.011,,
2290,0.010,,
2291,0.011,,
2292,0.013,,
2293,0.012,,
2294,0.011,,
2295,0.011,,
2296,0.012,,
2297,0.012,,
2298,0.010,,
2299,0.010,,
2300,0.011,,
2301,0.011,,
2302,0.011,,
2303,0.013,,
2304,0.011,,
2305,0.011,,
2306,0.011,,
2307,0.010,,
2308,0.010,,
2309,0.012,,
2310,0.012,,
2311,0.011,,
2312,0.012,,
2313,0.013,,
2314,0.012,,
2315,0.013,,
2316,0.012,,
2317,0.012,,
2318,0.012,,
2319,0.011,,
2320,0.011,,
2321,0.011,,
2322,0.011,,
2323,0.010,,
2324,0.011,,
2325,0.011,,
2326,0.011,,
2327,0.011,,
2328,0.011,,
2329,0.011,,
2330,0.012,,
2331,0.011,,
2332,0.010,,
2333,0.010,,
2334,0.010,,
2335,0.010,,
2336,0.010,,
2337,0.010,,
2338,0.012,,
2339,0.012,,
2340,0.010,,
2341,0.010,,
2342,0.009,,
2343,0.011,,
2344,0.010,,
2345,0.011,,
2346,0.012,,
2347,0.011,,
2348,0.011,,
2349,0.011,,
2350,0.011,,
2351,0.010,,
2352,0.011,,
2353,0.011,,
2354,0.011,,
2355,0.010,,
2356,0.011,,
2357,0.011,,
2358,0.012,,
2359,0.012,,
2360,0.011,,
2361,0.010,,
2362,0.011,,
2363,0.011,,
2364,0.009,,
2365,0.010,,
2366,0.011,,
2367,0.012,,
2368,0.011,,
2369,0.010,,
2370,0.010,,
2371,0.009,,
2372,0.010,,
2373,0.012,,
2374,0.011,,
2375,0.010,,
2376,0.010,,
2377,0.010,,
2378,0.011,,
2379,0.011,,
2380,0.010,,
2381,0.011,,
2382,0.011,,
2383,0.010,,
2384,0.010,,
2385,0.010,,
2386,0.010,,
2387,0.011,,
2388,0.011,,
2389,0.011,,
2390,0.011,,
2391,0.011,,
2392,0.011,,
2393,0.011,,
2394,0.011,,
2395,0.010,,
2396,0.011,,
2397,0.011,,
2398,0.011,,
2399,0.011,,
2400,0.010,,
2401,0.010,,
2402,0.012,,
2403,0.012,,
2404,0.011,,
2405,0.010,,
2406,0.011,,
2407,0.010,,
2408,0.011,,
2409,0.011,,
2410,0.012,,
2411,0.011,,
2412,0.013,,
2413,0.012,,
2414,0.011,,
2415,0.011,,
2416,0.010,,
2417,0.010,,
2418,0.011,,
2419,0.011,,
2420,0.011,,
2421,0.012,,
2422,0.012,,
2423,0.010,,
2424,0.010,,
2425,0.010,,
2426,0.011,,
2427,0.011,,
2428,0.012,,
2429,0.011,,
2430,0.010,,
2431,0.010,,
2432,0.011,,
2433,0.010,,
2434,0.010,,
2435,0.010,,
2436,0.011,,
2437,0.012,,
2438,0.011,,
2439,0.011,,
2440,0.012,,
2441,0.012,,
2442,0.012,,
2443,0.013,,
2444,0.012,,
2445,0.010,,
2446,0.011,,
2447,0.011,,
2448,0.010,,
2449,0.011,,
2450,0.011,,
2451,0.011,,
2452,0.011,,
2453,0.011,,
2454,0.010,,
2455,0.012,,
2456,0.011,,
2457,0.011,,
2458,0.011,,
2459,0.010,,
2460,0.011,,
2461,0.011,,
2462,0.011,,
2463,0.011,,
2464,0.010,,
2465,0.010,,
2466,0.010,,
2467,0.011,,
2468,0.010,,
2469,0.010,,
2470,0.012,,
2471,0.012,,
2472,0.010,,
2473,0.010,,
2474,0.011,,
2475,0.011,,
2476,0.011,,
2477,0.012,,
2478,0.011,,
2479,0.011,,
2480,0.012,,
2481,0.011,,
2482,0.011,,
2483,0.011,,
2484,0.011,,
2485,0.011,,
2486,0.011,,
2487,0.010,,
2488,0.010,,
2489,0.011,,
2490,0.011,,
2491,0.011,,
2492,0.011,,
2493,0.012,,
2494,0.011,,
2495,0.012,,
2496,0.013,,
2497,0.012,,
2498,0.012,,
2499,0.013,,
2500,0.012,,
2501,0.011,,
2502,0.011,,
2503,0.012,,
2504,0.012,,
2505,0.012,,
2506,0.010,,
2507,0.012,,
2508,0.012,,
2509,0.011,,
2510,0.013,,
2511,0.013,,
2512,0.014,,
2513,0.013,,
2514,0.012,,
2515,0.011,,
2516,0.011,,
2517,0.011,,
2518,0.012,,
2519,0.011,,
2520,0.011,,
2521,0.011,,
2522,0.010,,
2523,0.010,,
2524,0.011,,
2525,0.012,,
2526,0.011,,
2527,0.010,,
2528,0.010,,
2529,0.011,,
2530,0.012,,
2531,0.011,,
2532,0.011,,
2533,0.011,,
2534,0.010,,
2535,0.011,,
2536,0.012,,
2537,0.011,,
2538,0.012,,
2539,0.011,,
2540,0.011,,
2541,0.011,,
2542,0.011,,
2543,0.010,,
2544,0.011,,
2545,0.011,,
2546,0.011,,
2547,0.012,,
2548,0.011,,
2549,0.011,,
2550,0.011,,
2551,0.011,,
2552,0.011,,
2553,0.011,,
2554,0.011,,
2555,0.011,,
2556,0.010,,
2557,0.010,,
2558,0.011,,
2559,0.011,,
2560,0.010,,
2561,0.010,,
2562,0.010,,
2563,0.011,,
2564,0.012,,
2565,0.011,,
2566,0.011,,
2567,0.011,,
2568,0.009,,
2569,0.010,,
2570,0.012,,
2571,0.011,,
2572,0.011,,
2573,0.011,,
2574,0.010,,
2575,0.010,,
2576,0.011,,
2577,0.010,,
2578,0.011,,
2579,0.012,,
2580,0.010,,
2581,0.011,,
2582,0.011,,
2583,0.012,,
2584,0.011,,
2585,0.011,,
2586,0.011,,
2587,0.011,,
2588,0.011,,
2589,0.011,,
2590,0.011,,
2591,0.011,,
2592,0.010,,
2593,0.012,,
2594,0.017,,
2595,0.017,,
2596,0.010,,
2597,0.011,,
2598,0.011,,
2599,0.010,,
2600,0.011,,
2601,0.011,,
2602,0.012,,
2603,0.012,,
2604,0.010,,
2605,0.011,,
2606,0.010,,
2607,0.011,,
2608,0.011,,
2609,0.011,,
2610,0.011,,
2611,0.010,,
2612,0.011,,
2613,0.012,,
2614,0.013,,
2615,0.012,,
2616,0.013,,
2617,0.050,,
2618,0.107,,
2619,0.072,,
2620,0.022,,
2621,0.016,,
2622,0.016,,
2623,0.016,,
2624,0.055,,
2625,0.127,,
2626,0.116,,
2627,0.035,,
2628,0.018,,
2629,0.030,,
2630,0.032,,
2631,0.045,,
2632,0.036,,
2633,0.067,,
2634,0.110,,
2635,0.043,,
2636,0.022,,
2637,0.019,,
2638,0.013,,
2639,0.015,,
2640,0.014,,
2641,0.011,,
2642,0.011,,
2643,0.011,,
2644,0.010,,
2645,0.011,,
2646,0.012,,
2647,0.012,,
2648,0.024,,
2649,0.056,,
2650,0.053,,
2651,0.027,,
2652,0.015,,
2653,0.012,,
2654,0.011,,
2655,0.010,,
2656,0.011,,
2657,0.011,,
2658,0.011,,
2659,0.010,,
2660,0.010,,
2661,0.009,,
2662,0.010,,
2663,0.010,,
2664,0.011,,
2665,0.014,,
2666,0.021,,
2667,0.038,,
2668,0.055,,
2669,0.050,,
2670,0.049,,
2671,0.060,,
2672,0.052,,
2673,0.044,,
2674,0.026,,
2675,0.013,,
2676,0.011,,
2677,0.012,,
2678,0.012,,
2679,0.012,,
2680,0.011,,
2681,0.011,,
2682,0.011,,
2683,0.013,,
2684,0.012,,
2685,0.014,,
2686,0.020,,
2687,0.021,,
2688,0.015,,
2689,0.015,,
2690,0.019,,
2691,0.016,,
2692,0.018,,
2693,0.062,,
2694,0.157,,
2695,0.125,,
2696,0.102,,
2697,0.111,,
2698,0.098,,
2699,0.086,,
2700,0.084,,
2701,0.077,,
2702,0.050,,
2703,0.038,,
2704,0.023,,
2705,0.019,,
2706,0.021,,
2707,0.022,,
2708,0.030,,
2709,0.036,,
2710,0.035,,
2711,0.035,,
2712,0.032,,
2713,0.029,,
2714,0.027,,
2715,0.022,,
2716,0.020,,
2717,0.017,,
2718,0.016,,
2719,0.019,,
2720,0.022,,
2721,0.021,,
2722,0.020,,
2723,0.019,,
2724,0.019,,
2725,0.018,,
2726,0.019,,
2727,0.018,,
2728,0.013,,
2729,0.012,,
2730,0.012,,
2731,0.012,,
2732,0.011,,
2733,0.011,,
2734,0.011,,
2735,0.011,,
2736,0.012,,
2737,0.012,,
2738,0.013,,
2739,0.012,,
2740,0.011,,
2741,0.011,,
2742,0.011,,
2743,0.011,,
2744,0.010,,
2745,0.011,,
2746,0.012,,
2747,0.011,,
2748,0.011,,
2749,0.010,,
2750,0.010,,
2751,0.011,,
2752,0.011,,
2753,0.009,,
2754,0.010,,
2755,0.010,,
2756,0.011,,
2757,0.010,,
2758,0.009,,
2759,0.009,,
2760,0.010,,
2761,0.011,,
2762,0.011,,
2763,0.012,,
2764,0.010,,
2765,0.011,,
2766,0.011,,
2767,0.011,,
2768,0.012,,
2769,0.013,,
2770,0.012,,
2771,0.012,,
2772,0.011,,
2773,0.011,,
2774,0.011,,
2775,0.010,,
2776,0.011,,
2777,0.012,,
2778,0.012,,
2779,0.011,,
2780,0.011,,
2781,0.010,,
2782,0.011,,
2783,0.012,,
2784,0.012,,
2785,0.011,,
2786,0.010,,
2787,0.011,,
2788,0.011,,
2789,0.011,,
2790,0.011,,
2791,0.010,,
2792,0.011,,
2793,0.011,,
2794,0.010,,
2795,0.012,,
2796,0.012,,
2797,0.011,,
2798,0.013,,
2799,0.011,,
2800,0.010,,
2801,0.011,,
2802,0.011,,
2803,0.012,,
2804,0.012,,
2805,0.011,,
2806,0.011,,
2807,0.013,,
2808,0.014,,
2809,0.012,,
2810,0.011,,
2811,0.011,,
2812,0.012,,
2813,0.011,,
2814,0.010,,
2815,0.011,,
2816,0.011,,
2817,0.011,,
2818,0.010,,
2819,0.011,,
2820,0.013,,
2821,0.012,,
2822,0.013,,
2823,0.012,,
2824,0.014,,
2825,0.013,,
2826,0.012,,
2827,0.014,,
2828,0.013,,
2829,0.012,,
2830,0.013,,
2831,0.014,,
2832,0.017,,
2833,0.017,,
2834,0.015,,
2835,0.016,,
2836,0.019,,
2837,0.017,,
2838,0.015,,
2839,0.015,,
2840,0.015,,
2841,0.015,,
2842,0.018,,
2843,0.019,,
2844,0.014,,
2845,0.013,,
2846,0.014,,
2847,0.016,,
2848,0.015,,
2849,0.015,,
2850,0.014,,
2851,0.015,,
2852,0.013,,
2853,0.013,,
2854,0.014,,
2855,0.015,,
2856,0.015,,
2857,0.013,,
2858,0.011,,
2859,0.011,,
2860,0.013,,
2861,0.013,,
2862,0.012,,
2863,0.012,,
2864,0.011,,
2865,0.011,,
2866,0.012,,
2867,0.012,,
2868,0.011,,
2869,0.011,,
2870,0.011,,
2871,0.013,,
2872,0.011,,
2873,0.010,,
2874,0.011,,
2875,0.010,,
2876,0.010,,
2877,0.011,,
2878,0.011,,
2879,0.012,,
2880,0.012,,
2881,0.011,,
2882,0.011,,
2883,0.012,,
2884,0.012,,
2885,0.013,,
2886,0.013,,
2887,0.011,,
2888,0.012,,
2889,0.012,,
2890,0.011,,
2891,0.012,,
2892,0.015,,
2893,0.014,,
2894,0.012,,
2895,0.011,,
2896,0.013,,
2897,0.015,,
2898,0.015,,
2899,0.013,,
2900,0.012,,
2901,0.013,,
2902,0.013,,
2903,0.012,,
2904,0.011,,
2905,0.011,,
2906,0.011,,
2907,0.011,,
2908,0.010,,
2909,0.010,,
2910,0.010,,
2911,0.011,,
2912,0.011,,
2913,0.011,,
2914,0.012,,
2915,0.013,,
2916,0.012,,
2917,0.011,,
2918,0.010,,
2919,0.011,,
2920,0.012,,
2921,0.013,,
2922,0.012,,
2923,0.012,,
2924,0.013,,
2925,0.011,,
2926,0.011,,
2927,0.013,,
2928,0.012,,
2929,0.011,,
2930,0.012,,
2931,0.012,,
2932,0.011,,
2933,0.011,,
2934,0.011,,
2935,0.010,,
2936,0.011,,
2937,0.011,,
2938,0.013,,
2939,0.013,,
2940,0.013,,
2941,0.012,,
2942,0.012,,
2943,0.012,,
2944,0.013,,
2945,0.013,,
2946,0.013,,
2947,0.011,,
2948,0.011,,
2949,0.011,,
2950,0.011,,
2951,0.010,,
2952,0.010,,
2953,0.010,,
2954,0.011,,
2955,0.011,,
2956,0.011,,
2957,0.011,,
2958,0.011,,
2959,0.011,,
2960,0.011,,
2961,0.012,,
2962,0.012,,
2963,0.010,,
2964,0.011,,
2965,0.012,,
2966,0.011,,
2967,0.010,,
2968,0.011,,
2969,0.010,,
2970,0.010,,
2971,0.011,,
2972,0.010,,
2973,0.010,,
2974,0.010,,
2975,0.009,,
2976,0.009,,
2977,0.010,,
2978,0.010,,
2979,0.011,,
2980,0.010,,
2981,0.011,,
2982,0.010,,
2983,0.011,,
2984,0.011,,
2985,0.010,,
2986,0.010,,
2987,0.010,,
2988,0.010,,
2989,0.010,,
2990,0.010,,
2991,0.011,,
2992,0.012,,
2993,0.012,,
2994,0.011,,
2995,0.010,,
2996,0.011,,
2997,0.011,,
2998,0.011,,
2999,0.011,,
3000,0.011,,
3001,0.011,,
3002,0.010,,
3003,0.011,,
3004,0.011,,
3005,0.010,,
3006,0.013,,
3007,0.015,,
3008,0.011,,
3009,0.011,,
3010,0.010,,
3011,0.010,,
3012,0.010,,
3013,0.010,,
3014,0.010,,
3015,0.011,,
3016,0.010,,
3017,0.010,,
3018,0.010,,
3019,0.011,,
3020,0.011,,
3021,0.010,,
3022,0.010,,
3023,0.010,,
3024,0.010,,
3025,0.011,,
3026,0.010,,
3027,0.010,,
3028,0.011,,
3029,0.011,,
3030,0.012,,
3031,0.012,,
3032,0.011,,
3033,0.010,,
3034,0.010,,
3035,0.012,,
3036,0.012,,
3037,0.010,,
3038,0.009,,
3039,0.010,,
3040,0.011,,
3041,0.010,,
3042,0.010,,
3043,0.011,,
3044,0.012,,
3045,0.011,,
3046,0.010,,
3047,0.010,,
3048,0.010,,
3049,0.010,,
3050,0.011,,
3051,0.010,,
3052,0.012,,
3053,0.013,,
3054,0.011,,
3055,0.011,,
3056,0.011,,
3057,0.011,,
3058,0.010,,
3059,0.010,,
3060,0.011,,
3061,0.011,,
3062,0.010,,
3063,0.011,,
3064,0.009,,
3065,0.009,,
3066,0.010,,
3067,0.011,,
3068,0.011,,
3069,0.010,,
3070,0.010,,
